1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,qnage,qnage2,qnrsex,qnstate,qnmarita,qndhh1,qnkids,qnkidsag,qnkidsad,qnemptyn,qn50a,qn50b,qn50c,qn50d,qn50e,qn50f,qn50g,qn50h,qnhealth,qnmhealt,qndebili,qnmcondi,qnemploy,qnpartyu,qneducus,qnreligo,qnhispan,qnraceus,qnrace_1,qnnativi,qnincome,qnl1,qnc1,qnusr,int1,recage,recage2,recage3,gender,rechealt,rechea_1,recemplo,receduc,receduc2,receduc3,racethn,racethn2,recincom,q5_any_o,q50_yes_,hphoneus,cstate,final_ms,cregion,density,division,urban,usr,endlang,intdate,wt1,weight
Very happy,Very satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Just a few,Yes,Once or twice a month,Yes,Once or twice a month,No, ,"Rarely, or",Never,"Rarely, or",Sometimes,Not Lonely,10,Somewhat dissatisfied,Very satisfied,Somewhat satisfied,A few times a week,A few times a month,Every day,A few times a week,A few times a month,Every day,A lot,More of a public health problem,Minor role,Major role,Minor role,Minor role,Due to factors and circumstances beyond their control,Minor reason,Minor reason,Minor reason,Minor reason,Major reason,Yes,Yes,Every day,More than half an hour but less than one hour,Looking at what other people are doing,Strengthened,Worse,More satisfied,Less satisfied,"Yes, would recommend",Easier, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34, ,Male, ,Married,2,0, ,No, ,No,No,Yes,No,No,Yes,No,Yes,Very good,Very good,No,No,A student,Or what?,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",Seldom,No,White, , ,"$30,000 to less than $40,000", ,"No, no home telephone",Urban,"No, did not request money",18-64,30-49,25-34,MALE,Excellent/Very Good,Excellent/Very Good/Good,A student,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",Less than $40K,Yes to any,Yes to any,CPO HH,California,Urban- Center City (Metro),West,Highest,Pacific,1,Urban,EN,20180507,1.3501,1.573
Somewhat happy,Very satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat dissatisfied,A lot,No, ,No, ,No, ,"Rarely, or",Never,Sometimes,"Rarely, or",Not Lonely,5,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,A few times a year,A few times a month,A few times a month,A few times a week,A few times a month,A few times a week,Only a little,More of an individual problem,Minor role,Major role,Minor role,Minor role,Due to factors and circumstances beyond their control,Minor reason,Minor reason,Major reason,Minor reason,Minor reason,Yes,Yes,Every day,More than half an hour but less than one hour,An equal mix of both,Strengthened,Better,Less satisfied,Less satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37, ,Male, ,"Single, living with a partner",2,2,Less than one, , ,Yes,Yes,Yes,No,No,Yes,No,Yes,Very good,Good,No,No,Employed full-time,Republican,High school graduate (Grade 12 with diploma or GED certificate),Never,No,White, , ,"$90,000 to less than $100,000", ,"No, no home telephone",Suburban,"No, did not request money",18-64,30-49,35-44,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",$90K+,No to all,Yes to any,CPO HH,Pennsylvania,Suburban (Metro),Northeast,4,Mid Atlantic,3,Suburban,EN,20180508,1.3501,1.6362
Somewhat happy,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Just a few,Yes,A few times a year,No, ,No, ,Sometimes,Never,Sometimes,Never,Not Lonely,5,Very satisfied,Somewhat satisfied,Somewhat satisfied,A few times a year,A few times a week,A few times a week,A few times a week,A few times a week,A few times a week,Nothing at all,More of an individual problem,Major role,Major role,Minor role,Major role,Mostly have themselves to blame,Not a reason,Minor reason,Major reason,Major reason,Major reason,Yes,No, , , , , ,Never interact with friends online (Vol.),Never interact with friends online (Vol.),"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47, ,Male, ,Married,2,0, ,No, ,Yes,No,No,No,No,No,No,No,Good,Very good,No,No,Employed full-time,Democrat,High school graduate (Grade 12 with diploma or GED certificate),Seldom,No,Other or mixed race (SPECIFY),british, ,"$75,000 to less than $90,000", ,"No, no home telephone",Urban,"No, did not request money",18-64,30-49,45-54,MALE,Good,Excellent/Very Good/Good,Employed,High school graduate,High school or less,Less than college,"Other, non-Hispanic","Other, non-Hispanic",$40K-$89.9K,Yes to any,Yes to any,CPO HH,Connecticut,Urban- Center City (Metro),Northeast,3,New England,4,Suburban,EN,20180508,1.3501,2.3489
Not too happy,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Just a few,Yes,Once or twice a month,No, ,No, ,"Rarely, or",Sometimes,Never,Never,Not Lonely,10,Somewhat dissatisfied,Somewhat satisfied,Very satisfied,Every day,Every day,Less than that,Every day,Every day,A few times a week,Only a little,Not sure,Major role,Major role,Major role,Minor role,Mostly have themselves to blame,Minor reason,Minor reason,Minor reason,Major reason,Not a reason,No,No, , , , , , , ,"Yes, would recommend",Not sure, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,89, ,Female, ,"Widowed, or",1,0, ,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Only fair,Good,No,Yes,Retired,Democrat,Less than high school (Grades 1-8 or no formal schooling),Seldom,No,White, , ,"Less than $20,000", ,"Yes, has a home telephone",Urban,"No, did not request money",65+,80+,80-97,FEMALE,Only fair/Poor,Only fair/Poor,Retired,Less than high school,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",Less than $40K,Yes to any,Yes to any,Dual HH,Maine,Rural- Non-Metro,Northeast,2,New England,5,Rural,EN,20180508,0.4775,0.5234
Very happy,Very satisfied,Very satisfied,Very satisfied,Very satisfied,A lot,No, ,Yes,Several times a week,No, ,Never,Never,Never,Never,Not Lonely,3,Somewhat satisfied,Very satisfied,Very satisfied,Every day,Every day,Every day,Every day,Every day,Every day,A lot,More of a public health problem,Minor role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Major reason,Minor reason,Major reason,Major reason,Major reason,Yes,No, , , , , ,Less satisfied,Less satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60, ,Male, ,Married,2,0, ,No, ,No,Yes,No,No,No,Yes,Yes,Yes,Good,Excellent,No,Yes,Employed full-time,Independent,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",More than once a week,No,White, , ,"$100,000 or more", ,"Yes, has a home telephone",Suburban,"No, did not request money",18-64,50-64,55-64,MALE,Good,Excellent/Very Good/Good,Employed,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",$90K+,Yes to any,Yes to any,Dual HH,Massachusetts,Suburban (Metro),Northeast,3,New England,3,Suburban,EN,20180508,0.7055,0.6663
Somewhat happy,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Just a few,No, ,Yes,Less than that,No, ,Sometimes,Never,Never,"Rarely, or",Not Lonely,3,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Less than that,Every day,Never (Vol.),Every day,Less than that,Never (Vol.),Only a little,More of a public health problem,Minor role,Major role,Major role,Major role,Mostly have themselves to blame,Major reason,Major reason,Major reason,Major reason,Major reason,No,No, , , , , , , ,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,61, ,Male, ,"Single, living with a partner",5,3,9, , ,Yes,Yes,Yes,No,No,Yes,No,No,Only fair,Good,No,No,Employed full-time,Republican,"Some college, no degree (includes some community college)",Once or twice a month,No,Asian, , ,"$40,000 to less than $50,000", ,"Yes, has a home telephone",Suburban,"No, did not request money",18-64,50-64,55-64,MALE,Only fair/Poor,Only fair/Poor,Employed,Some college,Some college,Less than college,"Other, non-Hispanic","Other, non-Hispanic",$40K-$89.9K,Yes to any,Yes to any,Dual HH,Virginia,Suburban (Metro),South,3,South Atlantic,3,Suburban,EN,20180508,0.839,1.134
Very happy,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Just a few,Yes,Once or twice a month,Yes,About once a week,No, ,"Rarely, or",Sometimes,"Rarely, or","Rarely, or",Not Lonely,2,Somewhat satisfied,Somewhat satisfied,Very satisfied,A few times a year,A few times a month,A few times a month,A few times a month,A few times a year,A few times a week,Only a little,More of a public health problem,Minor role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Major reason,Minor reason,Major reason,Major reason,Minor reason,Yes,No, , , , , ,Less satisfied,Less satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, ,Male, ,Married,2,2,15, , ,No,No,No,No,No,Yes,No,No,Only fair,Very good,No,No,Employed full-time,Republican,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",Once a week,No,White, , ,"$100,000 or more", ,"No, no home telephone",Suburban,"No, did not request money",18-64,30-49,45-54,MALE,Only fair/Poor,Only fair/Poor,Employed,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",$90K+,Yes to any,Yes to any,CPO HH,Illinois,Suburban (Metro),North Central,Highest,East North Central,3,Suburban,EN,20180508,1.3501,1.0111
Very happy,Very satisfied,Very satisfied,Very satisfied,Very satisfied,A lot,Yes,Several times a week,Yes,Once or twice a month,No, ,Never,Never,Never,Never,Not Lonely,6,Very satisfied,Very satisfied,Very satisfied,A few times a week,A few times a week,A few times a week,Every day,A few times a week,Every day,Nothing at all,More of an individual problem,Minor role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Major reason,Minor reason,Minor reason,Minor reason,Major reason,Yes,Yes,A few times a week,More than half an hour but less than one hour,An equal mix of both,Weakened,Never have feelings of loneliness (Vol.),Equally satisfied,Equally satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49, ,Male, ,Married,3,0, ,No, ,No,No,No,No,No,No,No,No,Excellent,Excellent,No,No,Employed full-time,Republican,High school graduate (Grade 12 with diploma or GED certificate),Once or twice a month,No,White, , ,"$75,000 to less than $90,000", ,"No, no home telephone",Rural,"No, did not request money",18-64,30-49,45-54,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",$40K-$89.9K,Yes to any,No to all,CPO HH,Arkansas,Rural- Non-Metro,South,Lowest,West South Central,5,Rural,EN,20180508,1.3501,1.2618
Somewhat happy,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,A lot,No, ,Yes,Several times a week,No, ,Sometimes,Never,Sometimes,Never,Not Lonely,5,Very satisfied,Very satisfied,Very satisfied,A few times a month,A few times a month,A few times a month,A few times a month,A few times a month,A few times a month,Some,More of a public health problem,No role at all,Major role,Minor role,Minor role,Mostly have themselves to blame,Major reason,Not a reason,Minor reason,Major reason,Major reason,Yes,Yes,A few times a week,Less than half an hour,Looking at what other people are doing,Not sure,No impact (Vol.),Less satisfied,Less satisfied,"No, would not recommend",Hasn't made a difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47, ,Male, ,Married,3,1,13, , ,No,No,No,No,No,No,No,Yes,Good,Good,No,No,Employed full-time,Republican,High school graduate (Grade 12 with diploma or GED certificate),More than once a week,No,Asian, , ,"$40,000 to less than $50,000", ,"No, no home telephone",Urban,"No, did not request money",18-64,30-49,45-54,MALE,Good,Excellent/Very Good/Good,Employed,High school graduate,High school or less,Less than college,"Other, non-Hispanic","Other, non-Hispanic",$40K-$89.9K,Yes to any,Yes to any,CPO HH,Tennessee,Urban- Center City (Metro),South,2,East South Central,2,Urban,EN,20180508,1.3501,2.3489
Very happy,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,A fair amount,No, ,No, ,No, ,"Rarely, or",Sometimes,"Rarely, or","Rarely, or",Not Lonely,20,Somewhat satisfied,Somewhat satisfied,Very satisfied,A few times a year,A few times a month,A few times a week,A few times a month,A few times a week,A few times a week,Some,More of a public health problem,Major role,Major role,Minor role,Major role,Due to factors and circumstances beyond their control,Major reason,Major reason,Not a reason,Major reason,Not a reason,Yes,Yes,A few times a week,At least an hour but less than 2 hours,An equal mix of both,Strengthened,Better,More satisfied,Less satisfied,"Yes, would recommend",Easier, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,44, ,Female, ,Married,4,1,13, , ,Yes,Yes,No,No,No,No,No,Yes,Good,Only fair,Yes,Yes,Unemployed and currently seeking employment,Democrat,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Seldom,No,White, , ,"$50,000 to less than $75,000", ,"Yes, has a home telephone",Suburban,"No, did not request money",18-64,30-49,35-44,FEMALE,Good,Excellent/Very Good/Good,Unemployed,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",$40K-$89.9K,No to all,Yes to any,Dual HH,Tennessee,Rural- Non-Metro,South,Lowest,East South Central,5,Rural,EN,20180508,0.839,1.6595
Very happy,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,A lot,No, ,No, ,No, ,Never,Never,Never,Never,Not Lonely,8,Somewhat satisfied,Very satisfied,Very satisfied,A few times a week,Every day,A few times a week,A few times a week,A few times a month,A few times a week,Nothing at all,More of an individual problem,Minor role,Major role,Major role,Minor role,Both equally/It depends (Vol.),Not a reason,Not a reason,Major reason,Major reason,Minor reason,Yes,Yes,Every day,More than half an hour but less than one hour,Engaging in conversations with other people,Strengthened,No impact (Vol.),Less satisfied,Less satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34, ,Female, ,"Single, that is never married",3,0, ,No, ,No,No,Yes,No,No,Yes,No,Yes,Very good,Excellent,No,No,Employed full-time,Or what?,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",Never,No,White, , ,"$50,000 to less than $75,000", ,"Yes, has a home telephone",Suburban,"No, did not request money",18-64,30-49,25-34,FEMALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",$40K-$89.9K,No to all,Yes to any,Dual HH,Michigan,Suburban (Metro),North Central,2,East North Central,3,Suburban,EN,20180508,0.839,2.3489
Not too happy,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,No one,No, ,No, ,No, ,Never,"Rarely, or",Always,"Rarely, or",Lonely,49,Somewhat satisfied,Somewhat dissatisfied,Somewhat dissatisfied,Every day,A few times a month,Less than that,Every day,A few times a week,A few times a year,Nothing at all,More of an individual problem,Minor role,Minor role,No role at all,No role at all,Due to factors and circumstances beyond their control,Not a reason,Major reason,Minor reason,Major reason,Minor reason,Yes,Yes,Every day,2 hours or more,An equal mix of both,Strengthened,Better,Equally satisfied,Less satisfied,"Yes, would recommend",Easier,Isn't really a problem,"Death/loss of other family member (child, sibling, etc.)",Loneliness comes and goes,Less than 6 months,Somewhat positive,Somewhat negative,Somewhat negative,Very positive,Rarely,Never,Never,Almost always,Rarely,Rarely,Rarely,Almost always,Rarely,Rarely,No, , , , , , ,Major reason,Not a reason,Major reason,Major reason,Minor reason,Major reason,Yes,No,62, ,Male, ,"Single, living with a partner",4,0, ,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Poor,Good,Yes,No,Unemployed and currently seeking employment,Democrat,High school graduate (Grade 12 with diploma or GED certificate),Seldom,No,Other or mixed race (SPECIFY),native american, ,"Less than $20,000", ,"No, no home telephone",Urban,"No, did not request money",18-64,50-64,55-64,MALE,Only fair/Poor,Only fair/Poor,Unemployed,High school graduate,High school or less,Less than college,"Other, non-Hispanic","Other, non-Hispanic",Less than $40K,No to all,Yes to any,CPO HH,Arizona,Urban- Center City County (Metro),West,Lowest,Mountain,3,Suburban,EN,20180508,1.3501,0.7613
Very happy,Very satisfied,Very satisfied,Very satisfied,Very satisfied,A lot,No, ,No, ,No, ,Never,Never,Never,Never,Not Lonely,1,Very dissatisfied,Somewhat satisfied,Somewhat satisfied,A few times a month,A few times a week,Never (Vol.),A few times a year,A few times a month,Never (Vol.),Only a little,Not sure,No role at all,Major role,Minor role,Not sure,Both equally/It depends (Vol.),Minor reason,Minor reason,Major reason,Major reason,Not a reason,No,No, , , , , , , ,"Yes, would recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,57, ,Male, ,Married,5,0, ,No, ,No,No,No,No,No,Yes,No,No,Excellent,Excellent,No,No,Employed full-time,Independent,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",Once a week,No,White, , ,"$100,000 or more", ,"No, no home telephone",Urban,"No, did not request money",18-64,50-64,55-64,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",$90K+,No to all,Yes to any,CPO HH,Missouri,Suburban (Metro),North Central,Highest,West North Central,2,Urban,EN,20180508,1.3501,0.7135
